depth_ft,GR_api,RHOB_gcc,NPHI,DT_usft,RT_ohm_m,SP_mv,PHI_true,PERM_mD,SW_true
1034.6897931954636,52.91,2.5551,0.0288,62.459,199.7128,-44.93,0.0464,0.012178,0.4783
1036.0240160106737,46.92,2.4246,0.1082,72.415,39.7268,-44.11,0.1377,1.044625,0.373
1037.358238825884,44.83,2.5995,0.0055,57.421,890.5197,-41.9,0.02,0.0001,0.5198
1038.692461641094,37.11,2.5753,0.0213,62.102,174.8147,-38.16,0.047,0.007226,0.5153
1040.026684456304,85.81,2.573,0.0673,62.499,27.5603,-15.7,0.0932,0.031836,0.6658
1041.3609072715144,87.11,2.6397,0.0413,55.148,94.4625,-16.46,0.0548,0.000813,0.6043
1042.6951300867245,41.98,2.5846,0.0453,59.349,358.1275,-65.57,0.0303,0.000388,0.5357
1044.0293529019345,34.54,2.6451,0.0316,57.154,784.1709,-47.88,0.02,0.000216,0.573
1045.3635757171448,58.93,2.7089,0.0205,57.018,299.2669,-39.36,0.0292,0.002702,0.5348
1046.697798532355,26.09,2.3685,0.1849,75.908,23.2345,-57.54,0.1668,1.120698,0.3963
1048.032021347565,128.69,2.6834,0.045,58.154,62.1635,-0.0,0.0543,0.002128,0.7745
1049.3662441627753,97.28,2.6545,0.0349,56.561,75.2524,-9.56,0.0501,0.001208,0.8048
1050.7004669779853,51.94,2.555,0.035,57.462,742.5995,-65.63,0.02,0.000142,0.5205
1052.0346897931954,77.85,2.6994,0.0178,56.962,187.016,-26.91,0.0374,0.000486,0.6031
1053.3689126084057,33.5,2.5707,0.0701,65.505,152.6368,-46.44,0.0622,0.028874,0.4274
1054.7031354236158,35.54,2.4419,0.1301,71.398,41.9516,-39.63,0.1166,1.950404,0.3791
1056.0373582388258,46.9,2.5492,0.0854,65.415,72.5552,-57.75,0.0609,0.044698,0.5663
1057.371581054036,118.1,2.6426,0.0701,59.178,36.1049,-0.0,0.0708,0.002891,0.7653
1058.7058038692462,48.88,2.5216,0.0819,67.046,40.7257,-33.93,0.0768,0.128816,0.5635
1060.0400266844563,51.11,2.6356,0.0115,56.69,705.7093,-41.02,0.0202,0.000127,0.5245
1061.3742494996663,49.85,2.5225,0.0784,64.746,76.1793,-58.1,0.0675,0.005701,0.5199
1062.7084723148766,30.17,2.5381,0.0513,62.809,139.8571,-48.06,0.0581,0.042142,0.4752
1064.0426951300867,53.06,2.5945,0.0428,61.125,335.2812,-39.18,0.0373,0.0043,0.5011
1065.3769179452968,34.38,2.5019,0.0495,64.19,94.3218,-41.44,0.0603,0.005947,0.5086
1066.711140760507,61.62,2.4275,0.1293,75.299,23.7195,-28.09,0.1427,0.813381,0.4215
1068.0453635757171,35.74,2.3883,0.1432,76.382,32.5434,-45.19,0.1536,2.500325,0.3697
1069.3795863909272,17.67,2.4059,0.1358,74.984,38.4237,-60.1,0.1425,4.43151,0.3483
1070.7138092061375,50.41,2.5566,0.0396,63.64,103.9898,-13.3,0.0565,0.008327,0.5811
1072.0480320213476,37.77,2.5965,0.0391,59.268,400.052,-43.65,0.029,0.005157,0.5144
1073.3822548365576,29.01,2.4421,0.1197,72.185,58.5712,-63.59,0.1263,0.70231,0.3298
1074.716477651768,29.81,2.479,0.1277,66.747,59.8219,-55.18,0.1008,1.449617,0.4355
1076.050700466978,56.84,2.496,0.0293,64.536,67.1008,-42.48,0.0677,0.014552,0.5761
1077.384923282188,38.11,2.4076,0.1166,73.005,61.1986,-65.63,0.1275,0.507706,0.3519
1078.7191460973982,36.36,2.5774,0.0296,60.81,179.1237,-52.22,0.0432,0.00142,0.5326
1080.0533689126084,41.88,2.4319,0.167,74.712,27.9403,-35.25,0.1447,0.750922,0.4286
1081.3875917278185,132.63,2.7072,0.0505,55.898,79.8277,-0.0,0.0437,0.000329,0.7641
1082.7218145430286,87.12,2.6752,0.0138,56.037,86.5995,-18.25,0.047,0.001503,0.7232
1084.0560373582389,42.55,2.5576,0.0623,63.889,109.9742,-59.54,0.0639,0.037152,0.4831
1085.390260173449,32.5,2.5056,0.0893,64.85,72.8712,-52.55,0.0795,0.036189,0.4703
1086.724482988659,39.8,2.5733,0.0479,61.153,281.4838,-61.17,0.0458,0.007265,0.3883
1088.0587058038693,40.97,2.4532,0.1215,70.825,35.7939,-43.09,0.1107,0.428489,0.4778
1089.3929286190794,72.71,2.571,0.0121,59.849,239.029,-34.59,0.0316,0.001016,0.6385
1090.7271514342895,52.75,2.4564,0.0785,67.857,46.8202,-29.95,0.0881,0.01453,0.5233
1092.0613742494997,69.09,2.592,0.0006,59.103,433.4454,-21.84,0.0256,0.000241,0.5928
1093.3955970647098,110.9,2.7128,0.0077,54.7,295.468,-0.0,0.0208,0.0001,0.9084
1094.72981987992,50.01,2.4971,0.0929,66.185,48.2661,-47.88,0.0828,0.094147,0.5558
1096.0640426951302,42.49,2.4873,0.0955,70.448,24.4698,-34.39,0.106,0.374187,0.5428
1097.3982655103403,55.4,2.4203,0.0931,70.177,45.3836,-38.48,0.1124,0.087845,0.4359
1098.7324883255503,19.53,2.5959,0.0692,61.166,134.4317,-56.39,0.0518,0.014184,0.4926
1100.0667111407606,26.41,2.5316,0.0876,66.672,79.3504,-42.7,0.0944,0.111159,0.3508
1101.4009339559707,22.77,2.6395,0.0287,58.415,765.8124,-74.11,0.02,0.000801,0.5591
1102.7351567711808,48.84,2.5253,0.0666,63.862,102.8163,-22.98,0.0683,0.055602,0.4466
1104.0693795863908,31.66,2.5555,0.0692,64.806,79.2179,-53.39,0.0668,0.060252,0.4504
1105.4036024016011,43.33,2.4388,0.1022,73.941,32.3627,-40.88,0.125,0.343314,0.484
1106.7378252168112,88.05,2.6075,0.1002,63.027,22.4296,-20.53,0.1067,0.132015,0.5516
1108.0720480320213,37.31,2.5943,0.0294,59.66,402.4223,-57.26,0.0317,0.00415,0.5132
1109.4062708472316,49.34,2.4795,0.064,65.225,41.94,-35.01,0.0756,0.069409,0.52
1110.7404936624416,37.89,2.5847,0.0416,58.927,336.822,-63.96,0.0368,0.004003,0.4893
1112.0747164776517,90.23,2.6665,0.0307,54.087,152.5103,-11.18,0.0322,0.000415,0.7726
1113.408939292862,33.48,2.6172,0.0189,58.738,407.8885,-26.3,0.0287,0.000562,0.5431
1114.743162108072,44.78,2.3136,0.2213,85.689,12.7623,-51.82,0.2334,5.18001,0.3506
1116.0773849232821,46.63,2.511,0.1124,66.792,51.5889,-17.14,0.0839,0.046251,0.5461
1117.4116077384924,24.37,2.4886,0.0726,68.988,61.2445,-84.92,0.1071,0.881136,0.3865
1118.7458305537025,112.43,2.6537,0.0,53.412,178.2653,-0.0,0.0369,0.0001,0.768
1120.0800533689126,36.77,2.5629,0.0605,63.627,83.3401,-51.41,0.0626,0.049704,0.5431
1121.4142761841226,32.19,2.4689,0.1246,69.89,51.7972,-63.1,0.1154,0.131352,0.3976
1122.748498999333,64.73,2.4396,0.1131,71.688,22.9349,-34.81,0.1187,0.078356,0.5911
1124.082721814543,48.95,2.6055,0.0193,56.575,684.559,-47.8,0.02,0.000253,0.6103
1125.416944629753,51.25,2.5455,0.1147,64.931,54.6185,-32.95,0.0698,0.010784,0.5997
1126.7511674449634,88.85,2.6895,0.0417,52.49,597.3955,-14.29,0.02,0.0001,0.7365
1128.0853902601734,47.06,2.5314,0.0574,63.079,66.9249,-21.97,0.0574,0.023419,0.6589
1129.4196130753835,34.51,2.6142,0.031,56.882,568.6544,-50.74,0.0228,0.000923,0.5057
1130.7538358905938,54.73,2.6003,0.0262,60.657,220.9394,-38.56,0.0341,0.000998,0.5861
1132.0880587058039,30.27,2.6144,0.004,57.827,565.7763,-57.64,0.02,0.000592,0.5957
1133.422281521014,27.85,2.5144,0.057,69.56,46.5274,-37.65,0.0934,0.037681,0.4893
1134.7565043362242,43.6,2.6128,0.0051,57.871,652.2406,-54.17,0.02,0.000595,0.6428
1136.0907271514343,46.97,2.5845,0.01,61.452,359.5705,-43.7,0.0343,0.001749,0.5014
1137.4249499666444,33.09,2.4432,0.1229,70.854,47.8404,-53.59,0.1188,0.725116,0.4143
1138.7591727818547,114.9,2.6559,0.0484,58.638,55.6279,-0.0,0.0466,0.001521,0.8712
1140.0933955970647,32.74,2.5291,0.0996,64.333,90.688,-85.61,0.0797,0.061865,0.4225
1141.4276184122748,44.68,2.5736,0.0224,59.315,594.7396,-40.76,0.02,0.000413,0.5893
1142.761841227485,39.81,2.5217,0.0403,62.237,101.7079,-54.13,0.0689,0.1496,0.4421
1144.0960640426952,86.03,2.7123,0.0,53.313,514.7397,-17.6,0.02,0.0001,0.7542
1145.4302868579052,39.08,2.4966,0.0736,66.647,78.0792,-34.34,0.0746,0.055673,0.4396
1146.7645096731153,50.7,2.4412,0.0985,69.673,36.6572,-34.82,0.1144,0.062232,0.4925
1148.0987324883256,85.65,2.5471,0.1038,65.339,21.9981,-17.34,0.1083,0.14617,0.5982
1149.4329553035357,38.58,2.3758,0.1484,75.316,36.9535,-60.48,0.1419,1.035956,0.3754
1150.7671781187457,36.66,2.5412,0.0743,67.0,82.4326,-57.75,0.0762,0.06713,0.47
1152.101400933956,99.06,2.6798,0.0207,54.321,175.6919,-8.31,0.0296,0.000262,0.7309
1153.435623749166,45.54,2.6101,0.0847,62.728,125.2802,-56.78,0.0508,0.011404,0.5055
1154.7698465643762,52.13,2.571,0.0123,61.675,149.4744,-36.2,0.051,0.00681,0.517
1156.1040693795865,119.85,2.6434,0.0357,56.069,60.458,-0.0,0.0413,0.00023,0.9189
1157.4382921947965,117.56,2.6577,0.0744,58.545,52.2559,-0.0,0.0539,0.000904,0.8223
1158.7725150100066,35.95,2.4008,0.1297,74.806,45.5973,-60.42,0.1513,1.386336,0.339
1160.106737825217,41.74,2.5853,0.0342,58.925,783.9484,-66.84,0.0228,0.000842,0.5498
1161.440960640427,52.35,2.5829,0.0407,58.84,365.5894,-35.8,0.029,0.000268,0.5737
1162.775183455637,81.52,2.6887,0.0489,59.788,44.2076,-22.8,0.0645,0.008783,0.6583
1164.109406270847,46.86,2.5137,0.0747,64.188,167.7789,-31.84,0.0619,0.008177,0.4403
1165.4436290860574,51.56,2.5676,0.0305,64.439,78.38,-55.21,0.0637,0.055804,0.5641
1166.7778519012675,29.87,2.446,0.1643,73.639,136.1889,-33.73,0.1267,0.645062,0.2236
1168.1120747164778,25.05,2.5682,0.0864,64.497,88.8982,-33.99,0.0625,0.020853,0.5085
1169.4462975316878,71.35,2.5657,0.0544,63.984,51.2364,-33.21,0.0619,0.01405,0.6831
1170.780520346898,39.74,2.2937,0.205,82.782,15.8201,-53.05,0.2111,12.520924,0.3539
1172.114743162108,32.91,2.652,0.0314,57.181,749.8332,-55.37,0.02,0.000801,0.5626
1173.4489659773183,41.35,2.5802,0.0753,63.378,137.4876,-62.35,0.0584,0.043597,0.4334
1174.7831887925283,49.92,2.502,0.0595,65.081,74.169,-44.12,0.0697,0.029103,0.5074
1176.1174116077384,32.65,2.5406,0.0152,63.006,126.3036,-72.17,0.0538,0.015625,0.4457
1177.4516344229487,116.17,2.5986,0.1121,64.214,18.0314,-0.0,0.0915,0.00348,0.8409
1178.7858572381588,23.45,2.6088,0.0274,59.363,456.0957,-71.12,0.0328,0.004827,0.4894
1180.1200800533688,38.8,2.5646,0.0435,62.723,151.9108,-59.47,0.0492,0.014588,0.5068
1181.4543028685791,40.36,2.4969,0.0769,70.295,49.4938,-48.32,0.0991,0.350494,0.4463
1182.7885256837892,54.8,2.4158,0.1513,74.587,21.9998,-39.61,0.1426,0.615486,0.4225
1184.1227484989993,102.23,2.7443,0.0,53.234,342.3808,-6.82,0.02,0.0001,0.8134
1185.4569713142096,38.85,2.5053,0.1176,67.593,49.3753,-63.09,0.1001,0.159745,0.4405
1186.7911941294196,36.74,2.528,0.0594,63.83,107.0975,-51.65,0.0668,0.090857,0.4421
1188.1254169446297,15.72,2.5044,0.0078,63.514,96.4408,-67.37,0.067,0.095779,0.4725
1189.4596397598398,34.88,2.6111,0.0456,58.899,1080.4183,-44.41,0.0274,0.001321,0.4164
1190.79386257505,87.98,2.5762,0.1263,63.611,31.8614,-21.69,0.096,0.021484,0.6288
1192.1280853902601,38.43,2.3471,0.1648,76.84,36.4868,-72.9,0.1573,1.286162,0.3259
1193.4623082054704,47.67,2.3994,0.1169,76.239,45.648,-42.2,0.152,1.133026,0.2958
1194.7965310206805,88.9,2.7209,0.0338,54.0,264.744,-16.56,0.0262,0.000294,0.732
1196.1307538358906,42.46,2.5321,0.122,67.282,71.8638,-55.89,0.0809,0.192798,0.5126
1197.4649766511006,37.28,2.485,0.1238,69.699,46.4316,-54.41,0.1045,0.639592,0.5066
1198.799199466311,121.13,2.6563,0.0676,57.949,41.2665,-0.0,0.0568,0.000496,0.8208
1200.133422281521,44.3,2.5411,0.0673,65.562,88.4728,-50.8,0.0679,0.071767,0.4518
1201.467645096731,77.95,2.4647,0.1509,70.73,14.5512,-28.16,0.1527,0.236852,0.5448
1202.8018679119414,49.92,2.5689,0.0633,63.022,156.1756,-51.61,0.0583,0.005196,0.5028
1204.1360907271514,79.51,2.5979,0.0771,57.943,40.4862,-16.85,0.0597,0.006744,0.739
1205.4703135423615,32.12,2.5642,0.0419,63.345,159.8376,-50.42,0.0617,0.043841,0.4221
1206.8045363575718,32.47,2.5006,0.0744,66.785,128.1664,-58.68,0.0798,0.038816,0.3333
1208.1387591727819,111.09,2.7209,0.0419,52.55,315.0075,-0.0,0.02,0.0001,0.8616
1209.472981987992,105.14,2.6847,0.0413,56.673,172.2111,-3.37,0.0346,0.0001,0.7276
1210.8072048032022,36.26,2.3892,0.2211,76.626,41.5035,-84.46,0.1557,0.833799,0.3219
1212.1414276184123,99.97,2.7243,0.0,52.939,180.5779,-7.94,0.029,0.000105,0.7694
1213.4756504336224,36.94,2.5016,0.1203,67.501,59.8594,-77.07,0.0956,0.199477,0.4446
1214.8098732488324,123.88,2.7094,0.0171,53.54,474.4166,-0.0,0.02,0.0001,0.8876
1216.1440960640427,48.15,2.5611,0.0,64.96,86.9053,-50.31,0.0534,0.006976,0.5761
1217.4783188792528,44.87,2.5654,0.026,60.855,200.0219,-56.94,0.0412,0.039048,0.5625
1218.8125416944629,30.91,2.4378,0.1478,73.912,43.1552,-50.79,0.134,4.101025,0.3448
1220.1467645096732,29.45,2.4025,0.145,75.76,46.5765,-62.23,0.1393,1.640988,0.351
1221.4809873248832,49.39,2.6433,0.0029,58.648,473.9043,-40.34,0.02,0.0001,0.6628
1222.8152101400933,56.7,2.4434,0.1145,72.841,13.4432,-55.24,0.1362,0.263492,0.5999
1224.1494329553036,12.73,2.558,0.0844,65.738,107.6277,-87.09,0.0755,0.047747,0.4096
1225.4836557705137,23.97,2.5917,0.0118,58.862,790.8897,-62.17,0.02,0.000282,0.5365
1226.8178785857237,104.52,2.6916,0.0003,54.811,129.7313,-3.39,0.0332,0.000607,0.8389
1228.152101400934,108.33,2.6941,0.0567,55.777,106.241,-1.65,0.037,0.000233,0.893
1229.486324216144,30.54,2.5325,0.0741,66.632,79.2204,-66.69,0.0757,0.029704,0.4631
1230.8205470313542,46.78,2.508,0.0866,65.928,40.4921,-31.7,0.0892,0.076935,0.5162
1232.1547698465642,26.71,2.5562,0.0369,64.095,170.4037,-76.9,0.0662,0.111987,0.4055
1233.4889926617745,49.04,2.6127,0.0291,59.185,605.6092,-60.0,0.02,0.000389,0.6183
1234.8232154769846,115.19,2.6514,0.0505,58.471,56.2207,-0.0,0.0594,0.001465,0.7724
1236.157438292195,100.32,2.5473,0.0914,67.613,13.5766,-4.06,0.1143,0.030314,0.7439
1237.491661107405,76.12,2.6467,0.0302,56.88,113.063,-31.18,0.0381,0.000495,0.7396
1238.825883922615,49.73,2.5059,0.1068,69.414,57.485,-46.63,0.1003,0.26787,0.4706
1240.1601067378251,96.72,2.7173,0.0919,53.377,198.2916,-10.98,0.0297,0.000136,0.7478
1241.4943295530354,30.2,2.5366,0.1002,69.329,38.5247,-80.01,0.0864,0.689863,0.5548
1242.8285523682455,34.01,2.3891,0.125,77.557,35.5996,-54.43,0.1631,3.044621,0.3641
1244.1627751834556,40.61,2.256,0.1909,86.329,53.3201,-46.49,0.2266,4.220781,0.2511
1245.4969979986658,24.64,2.4893,0.1064,67.565,79.8952,-64.44,0.0916,0.141965,0.3621
1246.831220813876,51.07,2.5783,0.0894,61.94,186.9224,-55.69,0.0502,0.014642,0.4878
1248.165443629086,39.71,2.4489,0.0821,70.354,41.0857,-72.51,0.1109,0.235304,0.457
1249.4996664442963,68.85,2.5971,0.066,62.026,23.1427,-37.8,0.0899,0.038479,0.6227
1250.8338892595063,25.14,2.5747,0.0958,64.735,159.47,-46.69,0.055,0.013564,0.4234
1252.1681120747164,144.58,2.7242,0.0146,51.917,230.8334,-0.0,0.0304,0.000181,0.8102
1253.5023348899267,28.83,2.5718,0.0551,61.152,167.5845,-32.93,0.0541,0.006935,0.4734
1254.8365577051368,41.89,2.5821,0.0587,59.644,337.4519,-49.07,0.0337,0.001559,0.521
1256.1707805203469,38.02,2.5894,0.0,55.941,653.7688,-28.98,0.02,0.0001,0.576
1257.505003335557,43.94,2.5971,0.051,56.923,756.0441,-50.63,0.02,0.001947,0.5372
1258.8392261507672,32.8,2.3699,0.1541,77.458,28.8674,-76.43,0.1624,0.367998,0.3832
1260.1734489659773,74.22,2.671,0.1058,58.154,74.5667,-21.46,0.0616,0.009345,0.5951
1261.5076717811876,32.99,2.4966,0.088,65.805,61.6118,-63.78,0.0736,0.069695,0.5055
1262.8418945963977,31.82,2.6255,0.0001,57.09,816.439,-68.04,0.02,0.000794,0.5232
1264.1761174116077,44.63,2.4952,0.1098,67.649,36.2746,-66.53,0.0922,0.087072,0.5551
1265.5103402268178,29.84,2.5717,0.074,62.676,247.6513,-55.33,0.0488,0.032016,0.4224
1266.844563042028,49.18,2.4685,0.1179,71.24,23.6989,-39.3,0.1227,0.17516,0.4856
1268.1787858572382,55.14,2.6005,0.0649,60.079,150.8338,-38.85,0.0414,0.001623,0.6185
1269.5130086724482,49.6,2.5428,0.0857,67.74,39.85,-42.58,0.0824,0.013086,0.5817
1270.8472314876585,31.49,2.3411,0.2092,81.021,26.0227,-32.44,0.1869,3.079616,0.3255
1272.1814543028686,80.3,2.6669,0.0025,55.97,121.3237,-20.1,0.0408,0.001184,0.6849
1273.5156771180787,45.82,2.6042,0.0153,59.729,589.2791,-51.39,0.0215,0.000136,0.5758
1274.8498999332887,37.96,2.5927,0.0208,60.815,391.8671,-68.44,0.0373,0.002741,0.4308
1276.184122748499,53.79,2.582,0.0678,62.86,197.1362,-44.02,0.0474,0.005502,0.5023
1277.518345563709,53.98,2.5557,0.0767,61.386,183.2093,-45.58,0.0405,0.007181,0.4946
1278.8525683789194,51.32,2.6231,0.0,57.639,986.0197,-27.4,0.02,0.0001,0.5527
1280.1867911941295,160.24,2.689,0.0703,54.389,95.5258,-0.0,0.0394,0.00015,0.7717
1281.5210140093395,153.28,2.7435,0.0226,53.19,422.2372,-0.0,0.02,0.0001,0.8097
1282.8552368245496,33.8,2.4717,0.0691,69.297,51.599,-59.33,0.0986,0.057812,0.4233
1284.18945963976,45.8,2.6394,0.0316,57.576,599.7669,-46.6,0.0235,0.001743,0.485
1285.52368245497,58.06,2.6204,0.0778,59.021,117.7733,-25.81,0.0392,0.004103,0.6593
1286.8579052701803,30.96,2.4333,0.1066,72.449,62.1277,-58.12,0.1284,0.514191,0.3462
1288.1921280853903,37.76,2.5907,0.0471,58.222,945.1384,-73.18,0.02,0.000229,0.582
1289.5263509006004,44.99,2.5535,0.032,63.193,103.3432,-26.73,0.0575,0.00695,0.548
1290.8605737158105,39.02,2.4672,0.1177,68.653,53.2687,-35.64,0.1025,0.09136,0.4409
1292.1947965310208,18.08,2.4813,0.0811,69.142,79.4447,-57.2,0.0996,0.241865,0.3596
1293.5290193462308,34.45,2.5656,0.0785,66.092,50.6185,-43.21,0.0715,0.035461,0.4871
1294.863242161441,35.45,2.5483,0.0363,61.267,199.8809,-66.25,0.0431,0.002103,0.5054
1296.1974649766512,79.28,2.7252,0.0138,52.427,356.678,-11.35,0.02,0.0001,0.7592
1297.5316877918613,29.95,2.4736,0.0539,65.419,87.2769,-50.21,0.0815,0.08019,0.4468
1298.8659106070713,84.74,2.6605,0.0519,58.711,51.5296,-25.93,0.0625,0.003379,0.7163
1300.2001334222814,116.71,2.6952,0.0,52.482,211.1125,-0.0,0.0228,0.0001,0.8804
1301.5343562374917,30.81,2.4982,0.1204,68.335,47.5451,-50.21,0.0885,0.157401,0.454
1302.8685790527018,34.44,2.464,0.126,71.89,34.8523,-76.59,0.1218,0.332631,0.416
1304.202801867912,39.39,2.6248,0.008,59.242,322.8369,-60.47,0.0265,0.000922,0.5628
1305.5370246831221,47.65,2.4831,0.1208,69.81,46.1285,-50.78,0.1017,0.079303,0.4809
1306.8712474983322,33.94,2.411,0.1233,73.256,38.2234,-64.5,0.1356,0.24474,0.4008
1308.2054703135423,45.07,2.5738,0.0,64.591,136.3129,-30.87,0.0532,0.008477,0.5124
1309.5396931287526,36.87,2.4585,0.0695,71.17,46.1637,-51.28,0.1066,0.096754,0.3951
1310.8739159439626,26.4,2.4774,0.0944,68.366,111.6376,-52.31,0.0938,0.255563,0.3442
1312.2081387591727,41.47,2.6213,0.0515,59.421,880.8771,-53.06,0.02,0.000208,0.525
1313.542361574383,81.12,2.6803,0.0366,55.722,154.6027,-25.85,0.0413,0.000213,0.662
1314.876584389593,108.85,2.709,0.0376,55.973,97.2043,-0.8,0.0377,0.0001,0.8241
1316.2108072048031,39.25,2.5231,0.1136,68.867,38.3366,-51.5,0.1034,0.37509,0.4499
1317.5450300200132,43.12,2.5601,0.0287,65.11,110.5259,-63.87,0.0587,0.016328,0.5168
1318.8792528352235,104.62,2.676,0.0725,58.521,44.0894,-4.01,0.0701,0.001329,0.713
1320.2134756504336,41.8,2.506,0.1135,69.188,45.2521,-53.9,0.0987,0.097048,0.4311
1321.5476984656439,24.33,2.5381,0.0584,64.441,159.6276,-60.07,0.0628,0.014999,0.4112
1322.881921280854,101.95,2.6174,0.0762,60.11,35.7318,-5.8,0.0698,0.001704,0.756
1324.216144096064,47.25,2.543,0.0547,61.733,137.8869,-7.1,0.0499,0.007295,0.5387
1325.550366911274,39.15,2.5661,0.0325,61.243,395.6302,-48.14,0.0325,0.004101,0.5705
1326.8845897264844,44.8,2.6278,0.0299,61.805,180.6401,-60.4,0.0396,0.003245,0.5612
1328.2188125416944,51.29,2.4003,0.1408,73.833,33.5503,-47.32,0.1374,0.562688,0.3643
1329.5530353569047,66.66,2.6074,0.0529,61.519,28.9437,-30.23,0.0884,0.00364,0.5901
1330.8872581721148,90.92,2.7162,0.0195,52.952,504.9985,-13.19,0.02,0.0001,0.792
1332.2214809873249,38.82,2.3501,0.2251,84.044,24.1822,-61.86,0.1891,2.480165,0.3336
1333.555703802535,42.8,2.3944,0.1822,73.132,27.1865,-72.22,0.1411,0.717167,0.4541
1334.8899266177452,38.95,2.5732,0.083,64.973,81.2672,-80.04,0.0614,0.018743,0.5401
1336.2241494329553,45.49,2.4587,0.107,70.694,37.6791,-63.89,0.1117,0.237197,0.491
1337.5583722481654,37.96,2.5349,0.1029,67.53,64.5864,-63.78,0.0834,0.072904,0.4333
1338.8925950633757,40.45,2.5014,0.1165,67.457,63.6035,-44.18,0.0906,0.077787,0.4346
1340.2268178785857,19.77,2.5062,0.1076,69.002,57.2928,-58.74,0.106,1.166119,0.3646
1341.5610406937958,99.49,2.7169,0.0132,55.521,62.7503,-7.43,0.047,0.001247,0.7989
1342.8952635090059,31.5,2.5341,0.0882,63.293,72.2292,-54.92,0.0638,0.026008,0.5365
1344.2294863242162,33.58,2.5793,0.0656,61.715,180.0331,-51.76,0.0458,0.001593,0.5152
1345.5637091394262,37.56,2.4852,0.1421,70.976,33.3927,-70.65,0.116,0.217628,0.4836
1346.8979319546365,107.43,2.6978,0.0161,52.129,362.4191,-2.19,0.02,0.0001,0.8282
1348.2321547698466,70.0,2.5988,0.0903,63.158,24.6083,-31.19,0.0986,0.090486,0.5732
1349.5663775850567,84.08,2.6912,0.0,52.873,238.919,-23.73,0.0253,0.0002,0.7543
1350.9006004002667,38.41,2.4417,0.0886,70.497,33.5534,-49.48,0.1156,0.073613,0.4705
1352.234823215477,30.7,2.52,0.038,62.848,110.8261,-85.02,0.0663,0.098713,0.4533
1353.569046030687,121.38,2.6818,0.0791,56.621,65.4708,-0.0,0.0475,0.000425,0.8427
1354.9032688458974,40.26,2.4899,0.0856,69.306,37.8152,-34.82,0.1122,0.353424,0.4895
1356.2374916611075,58.68,2.3649,0.1873,79.356,30.4125,-57.19,0.1796,1.929486,0.3726
1357.5717144763175,27.56,2.6107,0.0466,61.31,216.3186,-33.17,0.0364,0.001376,0.5557
1358.9059372915276,50.57,2.5506,0.0527,64.199,82.5586,-50.9,0.0611,0.002736,0.5094
1360.240160106738,35.43,2.538,0.1113,67.224,140.9151,-40.45,0.0805,0.345703,0.3573
